alias_key,proposal_grade,proposal_status,proposed_campaign_id,proposed_campaign_name,source_row,date_iso,management_memo,landing_path,ledger_path_candidates,utm_source,utm_medium,utm_campaign,utm_content,channel_bucket,product_family_hint,audit_generated_at,audit_range,confidence,why_not_auto_confirm,next_action
meta_IgGtest_teamekto_video_6,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),541,2024-10-14,음식물과민증검사_팀키토영상_6음식을 바꿔보세요,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_teamekto_video_6,meta_IgGtest_teamekto_video_6,meta_IgGtest_teamekto_video_6,meta_IgGtest_teamekto_video_6,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_chicken,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),543,2024-10-14,음식물과민증검사_영상_닭가슴살,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_chicken,meta_IgGtest_video_chicken,meta_IgGtest_video_chicken,meta_IgGtest_video_chicken,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_egg,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),544,2024-10-14,음식물과민증검사_영상_계란,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_egg,meta_IgGtest_video_egg,meta_IgGtest_video_egg,meta_IgGtest_video_egg,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_itchy,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),545,2024-10-14,음식물과민증검사_영상_두드러기,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_itchy,meta_IgGtest_video_itchy,meta_IgGtest_video_itchy,meta_IgGtest_video_itchy,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_skincare,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),546,2024-10-14,음식물과민증검사_영상_피부관리,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_skincare,meta_IgGtest_video_skincare,meta_IgGtest_video_skincare,meta_IgGtest_video_skincare,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_symptoms1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),547,2024-10-14,음식물과민증검사_영상_아래증상해당1,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_symptoms1,meta_IgGtest_video_symptoms1,meta_IgGtest_video_symptoms1,meta_IgGtest_video_symptoms1,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_symptoms2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),548,2024-10-14,음식물과민증검사_영상_아래증상해당2,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_symptoms2,meta_IgGtest_video_symptoms2,meta_IgGtest_video_symptoms2,meta_IgGtest_video_symptoms2,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_symptoms3,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),549,2024-10-14,음식물과민증검사_영상_아래증상해당3,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_symptoms3,meta_IgGtest_video_symptoms3,meta_IgGtest_video_symptoms3,meta_IgGtest_video_symptoms3,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_IgGtest_video_tall,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),542,2024-10-14,음식물과민증검사_영상_키,/igg_store?idx=85,/igg_store;/iggstore,meta_IgGtest_video_tall,meta_IgGtest_video_tall,meta_IgGtest_video_tall,meta_IgGtest_video_tall,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_acidinstastory2026_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1913,,메타광고_종대사인스스2026_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_acidinstastory2026_acid,meta_acidinstastory2026_acid,meta_acidinstastory2026_acid,meta_acidinstastory2026_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_acidreview_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1914,,메타광고_종대사후기_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_acidreview_acid,meta_acidreview_acid,meta_acidreview_acid,meta_acidreview_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_bangtanjellykakaotalk_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1918,,메타광고_방탄젤리카톡_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_bangtanjellykakaotalk_bangtanjelly,meta_bangtanjellykakaotalk_bangtanjelly,meta_bangtanjellykakaotalk_bangtanjelly,meta_bangtanjellykakaotalk_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_0508_vlog1_balance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1255,,메타광고_바이오컴_0508사전예약종료_식욕1_바이오밸런스,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_0508_vlog1_balance,meta_biocom_0508_vlog1_balance,meta_biocom_0508_vlog1_balance,meta_biocom_0508_vlog1_balance,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_0508_vlog2_balance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1256,,메타광고_바이오컴_0508사전예약종료_식욕2_바이오밸런스,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_0508_vlog2_balance,meta_biocom_0508_vlog2_balance,meta_biocom_0508_vlog2_balance,meta_biocom_0508_vlog2_balance,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_1000seoyeongreel_igg,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120213362391690396,[바이오컴] 음식물 과민증 검사 전환캠페인(10/14~),1682,2025-10-27,메타광고_바이오컴_천서영님상시릴스_음과검,/igg_store?idx=85,/igg_store;/iggstore,meta_biocom_1000seoyeongreel_igg,meta_biocom_1000seoyeongreel_igg,meta_biocom_1000seoyeongreel_igg,meta_biocom_1000seoyeongreel_igg,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_2026gift_biobalance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",2005,,메타광고_바이오컴_설선물특가_바이오밸런스,/HealthFood?idx=97,/HealthFood,meta_biocom_2026gift_biobalance,meta_biocom_2026gift_biobalance,meta_biocom_2026gift_biobalance,meta_biocom_2026gift_biobalance,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_Idoin_nuro,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1786,,메타광고_바이오컴_요오드영양제_뉴로마스터,/shop_view?idx=198,/shop_view;/shopview,meta_biocom_Idoin_nuro,meta_biocom_Idoin_nuro,meta_biocom_Idoin_nuro,meta_biocom_Idoin_nuro,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_acidba_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1795,2025-11-26,메타광고_바이오컴_종대사b/a_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_biocom_acidba_acid,meta_biocom_acidba_acid,meta_biocom_acidba_acid,meta_biocom_acidba_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_acidiggset_data,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,2118,,메타광고_바이오컴_종대사음과검세트_데이터로 관리,/biocomset_store?idx=328,/biocomset_store;/biocomsetstore,meta_biocom_acidiggset_data,meta_biocom_acidiggset_data,meta_biocom_acidiggset_data,meta_biocom_acidiggset_data,meta_paid_or_meta_candidate,igg,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_astrogen_hormon,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120231749833120396,[바이오컴] 호르몬 검사 바이럴 소재 캠페인_0811,1382,2025-07-25,메타광고_바이오컴_에겐테토연아_종호균,/hormon_store?idx=251,/hormon_store;/hormonstore,meta_biocom_astrogen_hormon,meta_biocom_astrogen_hormon,meta_biocom_astrogen_hormon,meta_biocom_astrogen_hormon,meta_paid_or_meta_candidate,hormone,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangjellreviewmov_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",2060,2026-02-25,메타광고_바이오컴_방탄젤리후기영상_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangjellreviewmov_bangtanjelly,meta_biocom_bangjellreviewmov_bangtanjelly,meta_biocom_bangjellreviewmov_bangtanjelly,meta_biocom_bangjellreviewmov_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangtanblog_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1915,,메타광고_방젤블로그_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtanblog_bangtanjelly,meta_biocom_bangtanblog_bangtanjelly,meta_biocom_bangtanblog_bangtanjelly,meta_biocom_bangtanblog_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangtanearlybird_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1906,,메타광고_방탄젤리얼리버드_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtanearlybird_bangtanjelly,meta_biocom_bangtanearlybird_bangtanjelly,meta_biocom_bangtanearlybird_bangtanjelly,meta_biocom_bangtanearlybird_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangtaninstastory_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1905,,메타광고_방탄젤리인스스재출시_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtaninstastory_bangtanjelly,meta_biocom_bangtaninstastory_bangtanjelly,meta_biocom_bangtaninstastory_bangtanjelly,meta_biocom_bangtaninstastory_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
